# t [sec],r_ecef_X,r_ecef_Y,r_ecef_Z,v_ecef_X,v_ecef_Y,v_ecef_Z,q_e2b_scalar,q_e2b_i,q_e2b_j,q_e2b_k,accel_X [m/s^2],accel_Y [m/s^2],accel_Z [m/s^2],gyro_X [rad/s],gyro_Y [rad/s],gyro_Z [rad/s],gps_lat [deg],gps_long [deg],gps_alt [m]
0.0,1526405.969016564,-4463096.21889462,4278820.273843555,0.0,0.0,0.0,0.901797015,-0.39979036,-0.066508461,-0.150021455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09372641699974338,1526405.969016564,-4463096.21889462,4278820.273843555,0.0013398111819190317,-0.0037503472749912947,-0.0009111803863907642,0.9017896254975919,-0.39976472137343055,-0.06656600749964671,-0.15010864762710693,-0.00040000000000001146,-0.010399999999999965,9.8375133,-0.0004999641086442091,0.002681625673637121,0.001636246173744684,nan,nan,nan
0.1765964169999279,1526405.969129988,-4463096.219212112,4278820.273766417,0.003526558575945471,-0.006856444353321389,-0.001943521468778242,0.9017575335965815,-0.39981054057139565,-0.06668704819578077,-0.15012568204507148,0.009599999999999997,-0.0003999999999999837,9.8275133,0.001681697456348703,0.002681625673637121,-0.000545415391248228,nan,nan,nan
0.26257600000008097,1526405.969434308,-4463096.21980378,4278820.273598704,0.004722513893766406,-0.011750539291610573,-0.0031452142363561086,0.9017624411497971,-0.399772355809966,-0.06679629682965789,-0.15014932083861965,-0.010399999999999993,-0.010399999999999965,9.8375133,-0.0004999641086442091,0.002681625673637121,-0.000545415391248228,nan,nan,nan
0.3468539579998833,1526405.9698322862,-4463096.220794029,4278820.273333648,0.00904659375684505,-0.014762958742744192,-0.004859373189872229,0.901729713932455,-0.3998348312024826,-0.06681551735930412,-0.15017096245722408,0.029599999999999987,-0.010399999999999965,9.8275133,0.001681697456348703,0.0004999641086442091,0.000545415391248228,nan,nan,nan
0.43395670800055086,1526405.9706217044,-4463096.222082265,4278820.272909612,0.010264705591474965,-0.01635076716208478,-0.009066670672699229,0.9017497607751395,-0.39984941359825765,-0.06660653987754273,-0.1501045795084052,-0.00040000000000001146,-0.010399999999999965,9.787513299999999,-0.0004999641086442091,-0.00495418980383807,0.000545415391248228,nan,nan,nan
0.5177444999999352,1526405.9714820385,-4463096.223452701,4278820.272149691,0.012283317916101377,-0.018873112377195744,-0.011955824407922921,0.901751486483656,-0.399805465741991,-0.06675387261671042,-0.15014581990439776,0.009599999999999997,-0.010399999999999965,9.807513299999998,-0.0004999641086442091,0.003772456456133577,-0.000545415391248228,nan,nan,nan
0.6025337080000099,1526405.9725219088,-4463096.225050445,4278820.271137546,0.013981537719396364,-0.022238331205219508,-0.013084012789426447,0.9017440034772363,-0.39982350622896595,-0.06678470739750178,-0.15012900943587681,-0.00040000000000001146,-0.0003999999999999837,9.8275133,0.0005908666738522469,0.0004999641086442091,-0.000545415391248228,nan,nan,nan
0.6927319579999676,1526405.9737838206,-4463096.227057578,4278820.269956641,0.01752008798232152,-0.02519889611617271,-0.015595269206902185,0.9017393113526402,-0.3998501294392338,-0.06677319108377971,-0.150091405010176,0.019600000000000006,-0.010399999999999965,9.8175133,0.0005908666738522469,-0.0005908666738522469,-0.000545415391248228,nan,nan,nan
0.7769449580000583,1526405.9752596507,-4463096.229180244,4278820.268642951,0.018598497565538358,-0.029415344642445496,-0.01740525306495705,0.9017494711557777,-0.39984350952002984,-0.06669574664319529,-0.15008243435336788,-0.010399999999999993,-0.010399999999999965,9.8275133,-0.0004999641086442091,-0.001681697456348703,0.000545415391248228,nan,nan,nan
0.8596208330000081,1526405.9767900947,-4463096.231600791,4278820.267210697,0.020336491354325303,-0.030818449835108896,-0.01903378018467078,0.9017511511161578,-0.3998003637173775,-0.06684039686353371,-0.15012292475170982,0.009599999999999997,0.009600000000000025,9.807513299999998,-0.0004999641086442091,0.003772456456133577,-0.000545415391248228,nan,nan,nan
0.9453569170000264,1526405.9785461703,-4463096.234261994,4278820.265567112,0.02318859907299195,-0.034492212725175275,-0.020837622890537977,0.9017992221368156,-0.39970863898183223,-0.06674686731448032,-0.15012002910062938,0.009599999999999997,-0.010399999999999965,9.8275133,-0.002681625673637121,-0.001681697456348703,0.000545415391248228,nan,nan,nan
1.0368931250004607,1526405.9514808904,-4463095.914217608,4278820.454624472,0.004502186741932437,0.5009452376037837,0.4727892509688099,0.9148767706665564,-0.3662557370086525,-0.06833285195459272,-0.15552444021271652,-0.010399999999999993,-0.0003999999999999837,9.8375133,-0.0004999641086442091,-0.0005908666738522469,0.000545415391248228,42.403553,-71.119,15.8
