# t [sec],r_ecef_X,r_ecef_Y,r_ecef_Z,v_ecef_X,v_ecef_Y,v_ecef_Z,q_e2b_scalar,q_e2b_i,q_e2b_j,q_e2b_k,accel_X [m/s^2],accel_Y [m/s^2],accel_Z [m/s^2],gyro_X [rad/s],gyro_Y [rad/s],gyro_Z [rad/s],gps_lat [deg],gps_long [deg],gps_alt [m]
0.0,1526836.4249158876,-4462991.233036709,4278800.072756402,0.0,0.0,0.0,0.901797015,-0.39979036,-0.066508461,-0.150021455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08912791700004163,1526836.4249158876,-4462991.233036709,4278800.072756402,0.000521703794797379,-0.0025458571680275766,-0.0005511695689468521,0.9017878440729371,-0.3997951446531593,-0.0666026498879992,-0.15002204564225044,-0.005600000000000022,0.0048000000000000265,9.827513299999998,0.0006817692390602851,0.0026816256736371213,-0.001045379499892437,nan,nan,nan
0.1730328329999793,1526836.424960563,-4462991.2332547195,4278800.072709204,0.0015413293494949964,-0.006434174241807367,-0.0019421432787088966,0.9018052599659573,-0.399737466721758,-0.06659162071058257,-0.15007593879262265,-0.005600000000000022,-0.005199999999999982,9.827513299999998,-0.0014998923259326269,0.0004999641086442091,0.0011362820651004749,nan,nan,nan
0.24992995799993878,1526836.425095272,-4462991.233817053,4278800.072539465,0.0023989938801148025,-0.009766672856241554,-0.002632435599895455,0.9018301834160725,-0.399675423698241,-0.06659941903412264,-0.1500879539217823,-0.005600000000000022,0.0048000000000000265,9.827513299999998,-0.0014998923259326269,0.0004999641086442091,4.545128260401902e-05,nan,nan,nan
0.3275737499998286,1526836.4252817282,-4462991.234576144,4278800.072334865,0.003319496965680596,-0.013100025354200184,-0.004845819844478405,0.9017958520618299,-0.39979860889593105,-0.06647888380494635,-0.15001957236890864,-0.005600000000000022,-0.015199999999999977,9.817513299999998,0.002863430804053197,-0.003863359021341615,4.545128260401902e-05,nan,nan,nan
0.4079043329998058,1526836.4255484259,-4462991.2356286375,4278800.071945538,0.0044566003460077275,-0.01534808134253185,-0.008343086475054218,0.9017961296287273,-0.39983084316718337,-0.06643768842799129,-0.14995023024976298,0.004399999999999987,-0.015199999999999977,9.797513299999997,0.0006817692390602851,-0.001681697456348703,-0.001045379499892437,nan,nan,nan
0.49234779199969125,1526836.4258793667,-4462991.236768364,4278800.071325992,0.0061727108226094785,-0.017390642621304186,-0.008458313211567148,0.9018173142961402,-0.3997781299515497,-0.06644432077070021,-0.1499604322553243,0.014399999999999996,0.014800000000000021,9.827513299999998,-0.0014998923259326269,0.0004999641086442091,4.545128260401902e-05,nan,nan,nan
0.5644323749997966,1526836.4263863754,-4462991.238196781,4278800.070631251,0.00592357322687273,-0.020903307642125002,-0.009128028118191078,0.901828786186383,-0.3997736586134704,-0.06637757395007549,-0.14993292005974762,-0.015600000000000003,0.0048000000000000265,9.827513299999998,-0.00040906154343617096,-0.001681697456348703,4.545128260401902e-05,nan,nan,nan
0.6390313749998313,1526836.4268284675,-4462991.2397568505,4278800.069950001,0.006955402587510512,-0.023483002753614923,-0.01288077153784023,0.9018480070709235,-0.39977299317905823,-0.0662964883427667,-0.1498549373795273,0.004399999999999987,-0.025199999999999972,9.797513299999997,-0.00040906154343617096,-0.0027725282388451587,-0.001045379499892437,nan,nan,nan
0.713653499999964,1526836.427347194,-4462991.241508188,4278800.068989367,0.0075199609073954565,-0.027481757738719637,-0.013505850296065491,0.9018950309789167,-0.39967187485118244,-0.06636626661893019,-0.14981076316570008,-0.005600000000000022,-0.005199999999999982,9.837513299999998,-0.002590723108429083,0.0015907948911406651,-0.002136210282388893,nan,nan,nan
0.7855304169997908,1526836.4278876015,-4462991.243483111,4278800.068018795,0.005922395286985266,-0.02926164631056033,-0.014390296018134574,0.9018946544101761,-0.3996444641946318,-0.06644926654570277,-0.14984935808076416,-0.02560000000000001,0.014800000000000021,9.807513299999997,-0.00040906154343617096,0.0026816256736371213,4.545128260401902e-05,nan,nan,nan
0.8616469999997207,1526836.4283388879,-4462991.245712847,4278800.066922255,0.006495532586070746,-0.032633703586470275,-0.015416988305255841,0.9019170811171363,-0.39957514978387426,-0.06654765651341434,-0.1498555585677643,-0.005600000000000022,-0.005199999999999982,9.827513299999998,-0.0014998923259326269,0.0026816256736371213,-0.001045379499892437,nan,nan,nan
1.0478985830000056,1526836.473303552,-4462991.37449619,4278799.909523301,0.09961622380299912,-0.29200092167450387,-0.3182182254653093,0.8938309577330088,-0.41731093376168615,-0.06972560017837369,-0.1485131132174926,0.004399999999999987,0.014800000000000021,9.827513299999998,-0.00040906154343617096,0.0004999641086442091,-0.001045379499892437,42.403171,-71.113641,31.8
1.123311792000095,1526836.4814559238,-4462991.398392901,4278799.883481024,0.10743441307035739,-0.31518819562471023,-0.3432646412519411,0.8938149419869507,-0.41732653879601483,-0.06978590439622313,-0.14853732730107985,-0.005600000000000022,-0.005199999999999982,9.827513299999998,0.0006817692390602851,0.0015907948911406651,4.545128260401902e-05,nan,nan,nan
1.1978419580000264,1526836.4894745867,-4462991.421917839,4278799.857860523,0.11500053232479587,-0.3373254160423833,-0.36623207673878716,0.8938060145537844,-0.41735286332174226,-0.06976813090080783,-0.14852543314858835,-0.005600000000000022,-0.015199999999999977,9.837513299999998,0.0006817692390602851,-0.0005908666738522469,4.545128260401902e-05,nan,nan,nan
