# t [sec],r_ecef_X,r_ecef_Y,r_ecef_Z,v_ecef_X,v_ecef_Y,v_ecef_Z,q_e2b_scalar,q_e2b_i,q_e2b_j,q_e2b_k,accel_X [m/s^2],accel_Y [m/s^2],accel_Z [m/s^2],gyro_X [rad/s],gyro_Y [rad/s],gyro_Z [rad/s],gps_lat [deg],gps_long [deg],gps_alt [m]
0.0,1526636.3897705295,-4463204.394883292,4278668.946686629,0.0,0.0,0.0,0.901797015,-0.39979036,-0.066508461,-0.150021455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08935965399996348,1526636.5757089576,-4463204.475398474,4278668.797362102,-0.13260526477263984,0.4157272690833901,-0.414976183409955,0.9017973508667633,-0.39979050889857937,-0.06650756594653777,-0.1500194360505173,0.0,0.0,0.0,0.0,0.0,0.0,42.401468,-71.116776,44.5
0.17462409199924878,1526636.5634451045,-4463204.436950392,4278668.758983483,-0.3492879899233744,1.0492291000547262,-1.0263770723885646,0.9017978567296548,-0.39979073316091834,-0.06650621784595441,-0.150016395174089,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.2564646629998606,1526636.5347359842,-4463204.350710827,4278668.6746221995,-0.5418529349103136,1.6122440735497845,-1.5697476678133164,0.9017983062968032,-0.3997909324658721,-0.06650501974728419,-0.1500136926531866,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.3366980049995618,1526636.491272397,-4463204.221388078,4278668.548708211,-0.7297716049373096,2.1616959325406437,-2.100026210368636,0.9017987450241874,-0.39979112696527297,-0.06650385051525301,-0.1500110552460326,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.417107130999284,1526636.432550231,-4463204.047443975,4278668.379726454,-0.9182779920600436,2.712887264824042,-2.631981398032345,0.9017991851309729,-0.3997913220761988,-0.06650267758581765,-0.15000840949873737,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.4972702679997383,1526636.3589987534,-4463203.830149355,4278668.168912166,-1.105912763056718,3.2615510264572096,-3.16149509972276,0.9017996232100809,-0.3997915162882018,-0.06650151003923586,-0.150005775893409,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.5835722069996336,1526636.2637764052,-4463203.5493202,4278667.896698121,-1.3076097077623356,3.851356562221359,-3.7307123261371196,0.9018000941282226,-0.3997917250586131,-0.06650025494820622,-0.15000294481628124,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.6660845019996486,1526636.1555447404,-4463203.230541034,4278667.587904752,-1.5014935484392913,4.418338144512078,-4.27789996326424,0.9018005468126664,-0.399791925745546,-0.06649904843067991,-0.15000022330517784,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.7481916039996577,1526636.0326114155,-4463202.868793893,4278667.237655851,-1.6932704509276086,4.97918044366223,-4.819160411481325,0.9018009945854447,-0.39979212425500826,-0.06649785498184212,-0.14999753127278495,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.8346348709992526,1526635.8866187227,-4463202.4394921465,4278666.82215093,-1.895218581786525,5.569791044651429,-5.389147471121572,0.9018014661143483,-0.3997923332961864,-0.06649659819200589,-0.1499946963637021,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.9169979640000747,1526635.7296801105,-4463201.978270794,4278666.375888249,-2.089168527901601,6.137033726572235,-5.936580242004824,0.9018019189764581,-0.39979253406188336,-0.06649539113273889,-0.1499919736306079,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
0.9993251829992005,1526635.5584867094,-4463201.475381888,4278665.889425166,-2.28108730045216,6.698358007682728,-6.4782990637356175,0.9018023671035356,-0.3997927327284158,-0.06649419667206749,-0.14998927931584752,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
