t [sec],GPS_lat (deg),GPS_long (deg),GPS_alt (m),Baro1_alt (m),Baro2_alt (m),Baro3_alt (m)
949.1,,,,2.95900103636086,2.95900103636086,2.95900103636086
949.2,,,,2.957610129378736,2.957610129378736,2.957610129378736
949.3,,,,2.9562192456796765,2.9562192456796765,2.9562192456796765
949.4,,,,2.954828390851617,2.954828390851617,2.954828390851617
949.5,,,,2.9534375555813313,2.9534375555813313,2.9534375555813313
949.6,,,,2.9520467491820455,2.9520467491820455,2.9520467491820455
949.7,,,,2.950655966065824,2.950655966065824,2.950655966065824
949.8,,,,2.9492652090266347,2.9492652090266347,2.9492652090266347
949.9,,,,2.9478744780644774,2.9478744780644774,2.9478744780644774
950.0,42.38122186319269,-71.1000955785276,9.033663391135633,2.946483769454062,2.946483769454062,2.946483769454062
950.1,,,,2.945093087852001,2.945093087852001,2.945093087852001
950.2,,,,2.94370243139565,2.94370243139565,2.94370243139565
950.3,,,,2.942311800085008,2.942311800085008,2.942311800085008
950.4,,,,2.940921193920076,2.940921193920076,2.940921193920076
950.5,,,,2.939530611038208,2.939530611038208,2.939530611038208
950.6,,,,2.938140055164695,2.938140055164695,2.938140055164695
950.7,,,,2.9367495253682137,2.9367495253682137,2.9367495253682137
950.8,,,,2.935359018854797,2.935359018854797,2.935359018854797
950.9,,,,2.933968538418412,2.933968538418412,2.933968538418412
951.0,42.38125694744936,-71.100078193016,1.339740195311606,2.9325780821964145,2.9325780821964145,2.9325780821964145
951.1,,,,2.931187652051449,2.931187652051449,2.931187652051449
951.2,,,,2.9297972479835153,2.9297972479835153,2.9297972479835153
951.3,,,,2.9284068662673235,2.9284068662673235,2.9284068662673235
951.4,,,,2.927016512490809,2.927016512490809,2.927016512490809
951.5,,,,2.925626181997359,2.925626181997359,2.925626181997359
951.6,,,,2.9242358775809407,2.9242358775809407,2.9242358775809407
951.7,,,,2.9228455973789096,2.9228455973789096,2.9228455973789096
951.8,,,,2.921455342322588,2.921455342322588,2.921455342322588
951.9,,,,2.9200651133432984,2.9200651133432984,2.9200651133432984
952.0,42.38114077392549,-71.10012469840859,6.051817860454321,2.9186749076470733,2.9186749076470733,2.9186749076470733
952.1,,,,2.9172847298905253,2.9172847298905253,2.9172847298905253
952.2,,,,2.915894575417042,2.915894575417042,2.915894575417042
952.3,,,,2.914504447951913,2.914504447951913,2.914504447951913
952.4,,,,2.9131143428385258,2.9131143428385258,2.9131143428385258
952.5,,,,2.9117242647334933,2.9117242647334933,2.9117242647334933
952.6,,,,2.9103342117741704,2.9103342117741704,2.9103342117741704
952.7,,,,2.908944183960557,2.908944183960557,2.908944183960557
952.8,,,,2.9075541822239757,2.9075541822239757,2.9075541822239757
952.9,,,,2.906164200976491,2.906164200976491,2.906164200976491
953.0,42.38111730233429,-71.10004719098252,-2.2876729806885123,2.9047742495313287,2.9047742495313287,2.9047742495313287
953.1,,,,2.9033843223005533,2.9033843223005533,2.9033843223005533
953.2,,,,2.901994419284165,2.901994419284165,2.901994419284165
953.3,,,,2.9006045423448086,2.9006045423448086,2.9006045423448086
953.4,,,,2.899214689619839,2.899214689619839,2.899214689619839
953.5,,,,2.897824862971902,2.897824862971902,2.897824862971902
953.6,,,,2.8964350605383515,2.8964350605383515,2.8964350605383515
953.7,,,,2.8950452860444784,2.8950452860444784,2.8950452860444784
953.8,,,,2.8936555329710245,2.8936555329710245,2.8936555329710245
953.9,,,,2.89226580504328,2.89226580504328,2.89226580504328
954.0,42.381094291029825,-71.09998297668716,7.035686573944986,2.8908761041238904,2.8908761041238904,2.8908761041238904
954.1,,,,2.889486426487565,2.889486426487565,2.889486426487565
954.2,,,,2.8880967777222395,2.8880967777222395,2.8880967777222395
954.3,,,,2.8867071513086557,2.8867071513086557,2.8867071513086557
954.4,,,,2.8853175500407815,2.8853175500407815,2.8853175500407815
954.5,,,,2.883927975781262,2.883927975781262,2.883927975781262
954.6,,,,2.8825384248048067,2.8825384248048067,2.8825384248048067
954.7,,,,2.881148898974061,2.881148898974061,2.881148898974061
954.8,,,,2.879759398289025,2.879759398289025,2.879759398289025
954.9,,,,2.878369922749698,2.878369922749698,2.878369922749698
955.0,42.38107710493381,-71.10007887335557,2.755524539388716,2.8769804732874036,2.8769804732874036,2.8769804732874036
955.1,,,,2.875591048039496,2.875591048039496,2.875591048039496
955.2,,,,2.874201647937298,2.874201647937298,2.874201647937298
955.3,,,,2.872812273912132,2.872812273912132,2.872812273912132
955.4,,,,2.8714229250326753,2.8714229250326753,2.8714229250326753
955.5,,,,2.870033599436283,2.870033599436283,2.870033599436283
955.6,,,,2.8686443027108908,2.8686443027108908,2.8686443027108908
955.7,,,,2.8672550274059176,2.8672550274059176,2.8672550274059176
955.8,,,,2.865865777246654,2.865865777246654,2.865865777246654
955.9,,,,2.864476554095745,2.864476554095745,2.864476554095745
956.0,42.381032584803286,-71.10002574838695,0.32683553639799356,2.863087355159223,2.863087355159223,2.863087355159223
956.1,,,,2.861698182299733,2.861698182299733,2.861698182299733
956.2,,,,2.8603090345859528,2.8603090345859528,2.8603090345859528
956.3,,,,2.8589199101552367,2.8589199101552367,2.8589199101552367
956.4,,,,2.8575308127328753,2.8575308127328753,2.8575308127328753
956.5,,,,2.8561417385935783,2.8561417385935783,2.8561417385935783
956.6,,,,2.854752691462636,2.854752691462636,2.854752691462636
956.7,,,,2.8533636685460806,2.8533636685460806,2.8533636685460806
956.8,,,,2.8519746717065573,2.8519746717065573,2.8519746717065573
956.9,,,,2.850585699081421,2.850585699081421,2.850585699081421
957.0,42.38093929850781,-71.09999017356049,-1.5238272016867995,2.849196751601994,2.849196751601994,2.849196751601994
957.1,,,,2.8478078301995993,2.8478078301995993,2.8478078301995993
957.2,,,,2.8464189330115914,2.8464189330115914,2.8464189330115914
957.3,,,,2.845030060969293,2.845030060969293,2.845030060969293
957.4,,,,2.8436412140727043,2.8436412140727043,2.8436412140727043
957.5,,,,2.842252392321825,2.842252392321825,2.842252392321825
957.6,,,,2.8408635957166553,2.8408635957166553,2.8408635957166553
957.7,,,,2.83947482611984,2.83947482611984,2.83947482611984
957.8,,,,2.838086078874767,2.838086078874767,2.838086078874767
957.9,,,,2.8366973577067256,2.8366973577067256,2.8366973577067256
958.0,42.38102218836804,-71.09998555050961,-6.017763705924153,2.835308661684394,2.835308661684394,2.835308661684394
958.1,,,,2.8339199917390943,2.8339199917390943,2.8339199917390943
958.2,,,,2.832531346939504,2.832531346939504,2.832531346939504
958.3,,,,2.8311427254229784,2.8311427254229784,2.8311427254229784
958.4,,,,2.8297541299834847,2.8297541299834847,2.8297541299834847
958.5,,,,2.828365560621023,2.828365560621023,2.828365560621023
958.6,,,,2.826977014541626,2.826977014541626,2.826977014541626
958.7,,,,2.825588496401906,2.825588496401906,2.825588496401906
958.8,,,,2.824200000613928,2.824200000613928,2.824200000613928
958.9,,,,2.8228115318343043,2.8228115318343043,2.8228115318343043
959.0,42.38088314981398,-71.10007442638415,-1.8447088683024049,2.821423086337745,2.821423086337745,2.821423086337745
959.1,,,,2.8200346659868956,2.8200346659868956,2.8200346659868956
959.2,,,,2.8186462726444006,2.8186462726444006,2.8186462726444006
959.3,,,,2.817257904447615,2.817257904447615,2.817257904447615
959.4,,,,2.815869561396539,2.815869561396539,2.815869561396539
959.5,,,,2.814481240697205,2.814481240697205,2.814481240697205
959.6,,,,2.813092947937548,2.813092947937548,2.813092947937548
959.7,,,,2.8117046803236008,2.8117046803236008,2.8117046803236008
959.8,,,,2.8103164359927177,2.8103164359927177,2.8103164359927177
959.9,,,,2.8089282186701894,2.8089282186701894,2.8089282186701894
960.0,42.380927689054566,-71.1001073580437,2.9660120019689202,2.807540023699403,2.807540023699403,2.807540023699403
960.1,,,,2.806151855736971,2.806151855736971,2.806151855736971
960.2,,,,2.8047637147828937,2.8047637147828937,2.8047637147828937
960.3,,,,2.803375597111881,2.803375597111881,2.803375597111881
960.4,,,,2.8019875027239323,2.8019875027239323,2.8019875027239323
960.5,,,,2.800599438138306,2.800599438138306,2.800599438138306
960.6,,,,2.7992113940417767,2.7992113940417767,2.7992113940417767
960.7,,,,2.7978233778849244,2.7978233778849244,2.7978233778849244
960.8,,,,2.7964353850111365,2.7964353850111365,2.7964353850111365
960.9,,,,2.795047417283058,2.795047417283058,2.795047417283058
961.0,42.38084062979456,-71.10013872081745,2.2845512153580785,2.7936594784259796,2.7936594784259796,2.7936594784259796
961.1,,,,2.7922715609893203,2.7922715609893203,2.7922715609893203
961.2,,,,2.7908836705610156,2.7908836705610156,2.7908836705610156
961.3,,,,2.7894958024844527,2.7894958024844527,2.7894958024844527
961.4,,,,2.788107962347567,2.788107962347567,2.788107962347567
961.5,,,,2.7867201464250684,2.7867201464250684,2.7867201464250684
961.6,,,,2.7853323547169566,2.7853323547169566,2.7853323547169566
961.7,,,,2.7839445881545544,2.7839445881545544,2.7839445881545544
961.8,,,,2.782556848600507,2.782556848600507,2.782556848600507
961.9,,,,2.781169133260846,2.781169133260846,2.781169133260846
962.0,42.38082082840087,-71.10002618953087,2.1070168670266867,2.7797814421355724,2.7797814421355724,2.7797814421355724
962.1,,,,2.778393777087331,2.778393777087331,2.778393777087331
962.2,,,,2.7770061381161213,2.7770061381161213,2.7770061381161213
962.3,,,,2.7756185233592987,2.7756185233592987,2.7756185233592987
962.4,,,,2.7742309337481856,2.7742309337481856,2.7742309337481856
962.5,,,,2.772843369282782,2.772843369282782,2.772843369282782
962.6,,,,2.7714558290317655,2.7714558290317655,2.7714558290317655
962.7,,,,2.7700683139264584,2.7700683139264584,2.7700683139264584
962.8,,,,2.768680825829506,2.768680825829506,2.768680825829506
962.9,,,,2.767293361015618,2.767293361015618,2.767293361015618
963.0,42.38075428464301,-71.10011892688586,-0.7450367631390691,2.765905924141407,2.765905924141407,2.765905924141407
963.1,,,,2.7645185086876154,2.7645185086876154,2.7645185086876154
963.2,,,,2.7631311202421784,2.7631311202421784,2.7631311202421784
963.3,,,,2.7617437578737736,2.7617437578737736,2.7617437578737736
963.4,,,,2.760356418788433,2.760356418788433,2.760356418788433
963.5,,,,2.7589691057801247,2.7589691057801247,2.7589691057801247
963.6,,,,2.757581816986203,2.757581816986203,2.757581816986203
963.7,,,,2.756194556131959,2.756194556131959,2.756194556131959
963.8,,,,2.7548073176294565,2.7548073176294565,2.7548073176294565
963.9,,,,2.753420103341341,2.753420103341341,2.753420103341341
964.0,42.380759587416996,-71.10001489211078,7.994129340164363,2.7520329169929028,2.7520329169929028,2.7520329169929028
964.1,,,,2.7506457548588514,2.7506457548588514,2.7506457548588514
964.2,,,,2.7492586160078645,2.7492586160078645,2.7492586160078645
964.3,,,,2.7478715060278773,2.7478715060278773,2.7478715060278773
964.4,,,,2.7464844174683094,2.7464844174683094,2.7464844174683094
964.5,,,,2.745097355917096,2.745097355917096,2.745097355917096
964.6,,,,2.743710320442915,2.743710320442915,2.743710320442915
964.7,,,,2.7423233073204756,2.7423233073204756,2.7423233073204756
964.8,,,,2.7409363221377134,2.7409363221377134,2.7409363221377134
964.9,,,,2.7395493602380157,2.7395493602380157,2.7395493602380157
965.0,42.38070832656703,-71.1000645518931,-2.0747863724827766,2.7381624234840274,2.7381624234840274,2.7381624234840274
965.1,,,,2.736775513738394,2.736775513738394,2.736775513738394
965.2,,,,2.735388626344502,2.735388626344502,2.735388626344502
965.3,,,,2.7340017668902874,2.7340017668902874,2.7340017668902874
965.4,,,,2.732614933513105,2.732614933513105,2.732614933513105
965.5,,,,2.7312281215563416,2.7312281215563416,2.7312281215563416
965.6,,,,2.729841336607933,2.729841336607933,2.729841336607933
965.7,,,,2.728454574942589,2.728454574942589,2.728454574942589
965.8,,,,2.7270678402855992,2.7270678402855992,2.7270678402855992
965.9,,,,2.7256811317056417,2.7256811317056417,2.7256811317056417
966.0,42.380705085915416,-71.10004462270639,-3.3393872622400522,2.724294445477426,2.724294445477426,2.724294445477426
966.1,,,,2.7229077871888876,2.7229077871888876,2.7229077871888876
966.2,,,,2.721521153114736,2.721521153114736,2.721521153114736
966.3,,,,2.720134542323649,2.720134542323649,2.720134542323649
966.4,,,,2.718747959472239,2.718747959472239,2.718747959472239
966.5,,,,2.7173613999038935,2.7173613999038935,2.7173613999038935
966.6,,,,2.71597486641258,2.71597486641258,2.71597486641258
966.7,,,,2.7145883571356535,2.7145883571356535,2.7145883571356535
966.8,,,,2.713201873935759,2.713201873935759,2.713201873935759
966.9,,,,2.711815415881574,2.711815415881574,2.711815415881574
967.0,42.38050307966504,-71.10002181330393,2.0264663454145193,2.7104289829730988,2.7104289829730988,2.7104289829730988
967.1,,,,2.709042575210333,2.709042575210333,2.709042575210333
967.2,,,,2.7076561907306314,2.7076561907306314,2.7076561907306314
967.3,,,,2.7062698332592845,2.7062698332592845,2.7062698332592845
967.4,,,,2.704883500933647,2.704883500933647,2.704883500933647
967.5,,,,2.7034971937537193,2.7034971937537193,2.7034971937537193
967.6,,,,2.702110909856856,2.702110909856856,2.702110909856856
967.7,,,,2.7007246538996696,2.7007246538996696,2.7007246538996696
967.8,,,,2.6993384193629026,2.6993384193629026,2.6993384193629026
967.9,,,,2.697952214628458,2.697952214628458,2.697952214628458
968.0,42.38061798190515,-71.10002930965135,3.9701227890327573,2.6965660313144326,2.6965660313144326,2.6965660313144326
968.1,,,,2.695179875008762,2.695179875008762,2.695179875008762
968.2,,,,2.693793742917478,2.693793742917478,2.693793742917478
968.3,,,,2.6924076369032264,2.6924076369032264,2.6924076369032264
968.4,,,,2.6910215551033616,2.6910215551033616,2.6910215551033616
968.5,,,,2.689635499380529,2.689635499380529,2.689635499380529
968.6,,,,2.688249467872083,2.688249467872083,2.688249467872083
968.7,,,,2.686863463371992,2.686863463371992,2.686863463371992
968.8,,,,2.6854774802923203,2.6854774802923203,2.6854774802923203
968.9,,,,2.684091526083648,2.684091526083648,2.684091526083648
969.0,42.380566981134784,-71.09994710785477,2.831636620685458,2.6827055951580405,2.6827055951580405,2.6827055951580405
969.1,,,,2.6813196912407875,2.6813196912407875,2.6813196912407875
969.2,,,,2.679933810606599,2.679933810606599,2.679933810606599
969.3,,,,2.6785479532554746,2.6785479532554746,2.6785479532554746
969.4,,,,2.6771621238440275,2.6771621238440275,2.6771621238440275
969.5,,,,2.67577631957829,2.67577631957829,2.67577631957829
969.6,,,,2.674390540458262,2.674390540458262,2.674390540458262
969.7,,,,2.6730047864839435,2.6730047864839435,2.6730047864839435
969.8,,,,2.6716190576553345,2.6716190576553345,2.6716190576553345
969.9,,,,2.6702333530411124,2.6702333530411124,2.6702333530411124
970.0,42.38061168148869,-71.10003827937044,-5.279034519568086,2.6688476726412773,2.6688476726412773,2.6688476726412773
970.1,,,,2.6674620173871517,2.6674620173871517,2.6674620173871517
970.2,,,,2.666076389141381,2.666076389141381,2.666076389141381
970.3,,,,2.6646907860413194,2.6646907860413194,2.6646907860413194
970.4,,,,2.66330520901829,2.66330520901829,2.66330520901829
970.5,,,,2.6619196543470025,2.6619196543470025,2.6619196543470025
970.6,,,,2.6605341266840696,2.6605341266840696,2.6605341266840696
970.7,,,,2.659148622304201,2.659148622304201,2.659148622304201
970.8,,,,2.6577631449326873,2.6577631449326873,2.6577631449326873
970.9,,,,2.656377690844238,2.656377690844238,2.656377690844238
971.0,42.38058532716378,-71.09990570261105,3.3783737793564796,2.6549922646954656,2.6549922646954656,2.6549922646954656
971.1,,,,2.653606860898435,2.653606860898435,2.653606860898435
971.2,,,,2.652221485041082,2.652221485041082,2.652221485041082
971.3,,,,2.650836132466793,2.650836132466793,2.650836132466793
971.4,,,,2.649450804106891,2.649450804106891,2.649450804106891
971.5,,,,2.648065502755344,2.648065502755344,2.648065502755344
971.6,,,,2.6466802256181836,2.6466802256181836,2.6466802256181836
971.7,,,,2.6452949745580554,2.6452949745580554,2.6452949745580554
971.8,,,,2.643909747712314,2.643909747712314,2.643909747712314
971.9,,,,2.64252454508096,2.64252454508096,2.64252454508096
972.0,42.38046527363,-71.10004126930994,5.398706792853773,2.6411393685266376,2.6411393685266376,2.6411393685266376
972.1,,,,2.63975421898067,2.63975421898067,2.63975421898067
972.2,,,,2.638369091786444,2.638369091786444,2.638369091786444
972.3,,,,2.636983991600573,2.636983991600573,2.636983991600573
972.4,,,,2.635598915629089,2.635598915629089,2.635598915629089
972.5,,,,2.6342138638719916,2.6342138638719916,2.6342138638719916
972.6,,,,2.632828839123249,2.632828839123249,2.632828839123249
972.7,,,,2.6314438385888934,2.6314438385888934,2.6314438385888934
972.8,,,,2.63005886413157,2.63005886413157,2.63005886413157
972.9,,,,2.628673914819956,2.628673914819956,2.628673914819956
973.0,42.38046793151094,-71.0999909938215,6.529923668131232,2.6272889906540513,2.6272889906540513,2.6272889906540513
973.1,,,,2.625904089771211,2.625904089771211,2.625904089771211
973.2,,,,2.624519214965403,2.624519214965403,2.624519214965403
973.3,,,,2.623134362511337,2.623134362511337,2.623134362511337
973.4,,,,2.6217495407909155,2.6217495407909155,2.6217495407909155
973.5,,,,2.6203647423535585,2.6203647423535585,2.6203647423535585
973.6,,,,2.618979967199266,2.618979967199266,2.618979967199266
973.7,,,,2.6175952199846506,2.6175952199846506,2.6175952199846506
973.8,,,,2.616210495121777,2.616210495121777,2.616210495121777
973.9,,,,2.6148257963359356,2.6148257963359356,2.6148257963359356
974.0,42.380341745681534,-71.10001163959895,-1.7938075345009565,2.613441121764481,2.613441121764481,2.613441121764481
974.1,,,,2.612056475132704,2.612056475132704,2.612056475132704
974.2,,,,2.6106718508526683,2.6106718508526683,2.6106718508526683
974.3,,,,2.6092872535809875,2.6092872535809875,2.6092872535809875
974.4,,,,2.6079026786610484,2.6079026786610484,2.6079026786610484
974.5,,,,2.606518130749464,2.606518130749464,2.606518130749464
974.6,,,,2.605133607983589,2.605133607983589,2.605133607983589
974.7,,,,2.603749110363424,2.603749110363424,2.603749110363424
974.8,,,,2.602364639751613,2.602364639751613,2.602364639751613
974.9,,,,2.600980192422867,2.600980192422867,2.600980192422867
975.0,42.380411019341786,-71.10008859242129,-0.371716745197773,2.5995957711711526,2.5995957711711526,2.5995957711711526
975.1,,,,2.5982113713398576,2.5982113713398576,2.5982113713398576
975.2,,,,2.5968270003795624,2.5968270003795624,2.5968270003795624
975.3,,,,2.595442653633654,2.595442653633654,2.595442653633654
975.4,,,,2.594058331102133,2.594058331102133,2.594058331102133
975.5,,,,2.5926740374416113,2.5926740374416113,2.5926740374416113
975.6,,,,2.591289765201509,2.591289765201509,2.591289765201509
975.7,,,,2.5899055181071162,2.5899055181071162,2.5899055181071162
975.8,,,,2.5885212970897555,2.5885212970897555,2.5885212970897555
975.9,,,,2.587137102149427,2.587137102149427,2.587137102149427
976.0,42.38033451701199,-71.09992223723263,-3.0736262956634164,2.5857529304921627,2.5857529304921627,2.5857529304921627
976.1,,,,2.5843687849119306,2.5843687849119306,2.5843687849119306
976.2,,,,2.582984664477408,2.582984664477408,2.582984664477408
976.3,,,,2.581600569188595,2.581600569188595,2.581600569188595
976.4,,,,2.580216499045491,2.580216499045491,2.580216499045491
976.5,,,,2.5788324531167746,2.5788324531167746,2.5788324531167746
976.6,,,,2.5774484341964126,2.5774484341964126,2.5774484341964126
976.7,,,,2.5760644394904375,2.5760644394904375,2.5760644394904375
976.8,,,,2.5746804689988494,2.5746804689988494,2.5746804689988494
976.9,,,,2.5732965245842934,2.5732965245842934,2.5732965245842934
977.0,42.380335574471474,-71.10010035521232,-10.524552677758038,2.571912605315447,2.571912605315447,2.571912605315447
977.1,,,,2.5705287121236324,2.5705287121236324,2.5705287121236324
977.2,,,,2.56914484128356,2.56914484128356,2.56914484128356
977.3,,,,2.5677609983831644,2.5677609983831644,2.5677609983831644
977.4,,,,2.5663771787658334,2.5663771787658334,2.5663771787658334
977.5,,,,2.564993386156857,2.564993386156857,2.564993386156857
977.6,,,,2.5636096158996224,2.5636096158996224,2.5636096158996224
977.7,,,,2.562225873582065,2.562225873582065,2.562225873582065
977.8,,,,2.5608421554788947,2.5608421554788947,2.5608421554788947
977.9,,,,2.5594584634527564,2.5594584634527564,2.5594584634527564
978.0,42.38021134280417,-71.1001038854579,3.7642876179888844,2.55807479377836,2.55807479377836,2.55807479377836
978.1,,,,2.5566911501809955,2.5566911501809955,2.5566911501809955
978.2,,,,2.5553075335919857,2.5553075335919857,2.5553075335919857
978.3,,,,2.5539239421486855,2.5539239421486855,2.5539239421486855
978.4,,,,2.5525403739884496,2.5525403739884496,2.5525403739884496
978.5,,,,2.551156831905246,2.551156831905246,2.551156831905246
978.6,,,,2.5497733149677515,2.5497733149677515,2.5497733149677515
978.7,,,,2.5483898231759667,2.5483898231759667,2.5483898231759667
978.8,,,,2.5470063537359238,2.5470063537359238,2.5470063537359238
978.9,,,,2.5456229159608483,2.5456229159608483,2.5456229159608483
979.0,42.38025461478171,-71.10002481611572,13.840582482516766,2.5442394986748695,2.5442394986748695,2.5442394986748695
979.1,,,,2.5428561065346003,2.5428561065346003,2.5428561065346003
979.2,,,,2.5414727395400405,2.5414727395400405,2.5414727395400405
979.3,,,,2.5400893995538354,2.5400893995538354,2.5400893995538354
979.4,,,,2.5387060837820172,2.5387060837820172,2.5387060837820172
979.5,,,,2.5373227912932634,2.5373227912932634,2.5373227912932634
979.6,,,,2.5359395258128643,2.5359395258128643,2.5359395258128643
979.7,,,,2.534556284546852,2.534556284546852,2.534556284546852
979.8,,,,2.5331730702891946,2.5331730702891946,2.5331730702891946
979.9,,,,2.5317898793146014,2.5317898793146014,2.5317898793146014
980.0,42.38017188408043,-71.10011257193356,1.1330431634560227,2.5304067144170403,2.5304067144170403,2.5304067144170403
980.1,,,,2.529023574665189,2.529023574665189,2.529023574665189
980.2,,,,2.5276404581964016,2.5276404581964016,2.5276404581964016
980.3,,,,2.5262573678046465,2.5262573678046465,2.5262573678046465
980.4,,,,2.524874304421246,2.524874304421246,2.524874304421246
980.5,,,,2.5234912652522326,2.5234912652522326,2.5234912652522326
980.6,,,,2.5221082512289286,2.5221082512289286,2.5221082512289286
980.7,,,,2.520725262351334,2.520725262351334,2.520725262351334
980.8,,,,2.519342298619449,2.519342298619449,2.519342298619449
980.9,,,,2.517959359101951,2.517959359101951,2.517959359101951
981.0,42.38015868525968,-71.10003866175074,3.5731774866580963,2.5165764447301626,2.5165764447301626,2.5165764447301626
981.1,,,,2.515193556435406,2.515193556435406,2.515193556435406
981.2,,,,2.5138106932863593,2.5138106932863593,2.5138106932863593
981.3,,,,2.512427855283022,2.512427855283022,2.512427855283022
981.4,,,,2.511045042425394,2.511045042425394,2.511045042425394
981.5,,,,2.5096622528508306,2.5096622528508306,2.5096622528508306
981.6,,,,2.508279489353299,2.508279489353299,2.508279489353299
981.7,,,,2.5068967519328,2.5068967519328,2.5068967519328
981.8,,,,2.50551403965801,2.50551403965801,2.50551403965801
981.9,,,,2.5041313525289297,2.5041313525289297,2.5041313525289297
982.0,42.38011102229644,-71.10003466000583,2.6636093594133854,2.5027486896142364,2.5027486896142364,2.5027486896142364
982.1,,,,2.501366052776575,2.501366052776575,2.501366052776575
982.2,,,,2.4999834410846233,2.4999834410846233,2.4999834410846233
982.3,,,,2.4986008554697037,2.4986008554697037,2.4986008554697037
982.4,,,,2.4972182912752032,2.4972182912752032,2.4972182912752032
982.5,,,,2.4958357559517026,2.4958357559517026,2.4958357559517026
982.6,,,,2.4944532429799438,2.4944532429799438,2.4944532429799438
982.7,,,,2.493070757947862,2.493070757947862,2.493070757947862
982.8,,,,2.4916882952675223,2.4916882952675223,2.4916882952675223
982.9,,,,2.4903058605268598,2.4903058605268598,2.4903058605268598
983.0,42.380149970471344,-71.10000548633566,-2.1721985107287765,2.488923448137939,2.488923448137939,2.488923448137939
983.1,,,,2.4875410618260503,2.4875410618260503,2.4875410618260503
983.2,,,,2.4861587015911937,2.4861587015911937,2.4861587015911937
983.3,,,,2.4847763646394014,2.4847763646394014,2.4847763646394014
983.4,,,,2.4833940556272864,2.4833940556272864,2.4833940556272864
983.5,,,,2.4820117708295584,2.4820117708295584,2.4820117708295584
983.6,,,,2.4806295093148947,2.4806295093148947,2.4806295093148947
983.7,,,,2.479247275739908,2.479247275739908,2.479247275739908
983.8,,,,2.477865065447986,2.477865065447986,2.477865065447986
983.9,,,,2.476482879370451,2.476482879370451,2.476482879370451
984.0,42.38004083717425,-71.10004487922996,3.0379893677309155,2.4751007203012705,2.4751007203012705,2.4751007203012705
984.1,,,,2.4737185863777995,2.4737185863777995,2.4737185863777995
984.2,,,,2.4723364766687155,2.4723364766687155,2.4723364766687155
984.3,,,,2.4709543930366635,2.4709543930366635,2.4709543930366635
984.4,,,,2.4695723336189985,2.4695723336189985,2.4695723336189985
984.5,,,,2.4681903002783656,2.4681903002783656,2.4681903002783656
984.6,,,,2.466808290220797,2.466808290220797,2.466808290220797
984.7,,,,2.4654263081029058,2.4654263081029058,2.4654263081029058
984.8,,,,2.464044349268079,2.464044349268079,2.464044349268079
984.9,,,,2.4626624155789614,2.4626624155789614,2.4626624155789614
985.0,42.379981678493216,-71.09997202876208,-5.830619706772268,2.461280507966876,2.461280507966876,2.461280507966876
985.1,,,,2.4598986245691776,2.4598986245691776,2.4598986245691776
985.2,,,,2.458516765385866,2.458516765385866,2.458516765385866
985.3,,,,2.4571349332109094,2.4571349332109094,2.4571349332109094
985.4,,,,2.455753126181662,2.455753126181662,2.455753126181662
985.5,,,,2.4543713433668017,2.4543713433668017,2.4543713433668017
985.6,,,,2.452989585697651,2.452989585697651,2.452989585697651
985.7,,,,2.451607854105532,2.451607854105532,2.451607854105532
985.8,,,,2.4502261467278004,2.4502261467278004,2.4502261467278004
985.9,,,,2.4488444654271007,2.4488444654271007,2.4488444654271007
986.0,42.38002184651454,-71.09995002773557,8.151609173044562,2.4474628064781427,2.4474628064781427,2.4474628064781427
986.1,,,,2.446081175468862,2.446081175468862,2.446081175468862
986.2,,,,2.444699569605291,2.444699569605291,2.444699569605291
986.3,,,,2.4433179879561067,2.4433179879561067,2.4433179879561067
986.4,,,,2.441936431452632,2.441936431452632,2.441936431452632
986.5,,,,2.4405549010261893,2.4405549010261893,2.4405549010261893
986.6,,,,2.4391733948141336,2.4391733948141336,2.4391733948141336
986.7,,,,2.4377919137477875,2.4377919137477875,2.4377919137477875
986.8,,,,2.4364104587584734,2.4364104587584734,2.4364104587584734
986.9,,,,2.4350290279835463,2.4350290279835463,2.4350290279835463
987.0,42.37993661942556,-71.10000935525834,5.520436213351786,2.4336476223543286,2.4336476223543286,2.4336476223543286
987.1,,,,2.4322662418708205,2.4322662418708205,2.4322662418708205
987.2,,,,2.4308848874643445,2.4308848874643445,2.4308848874643445
987.3,,,,2.429503556340933,2.429503556340933,2.429503556340933
987.4,,,,2.428122252225876,2.428122252225876,2.428122252225876
987.5,,,,2.4267409713938832,2.4267409713938832,2.4267409713938832
987.6,,,,2.4253597166389227,2.4253597166389227,2.4253597166389227
987.7,,,,2.4239784879609942,2.4239784879609942,2.4239784879609942
987.8,,,,2.4225972844287753,2.4225972844287753,2.4225972844287753
987.9,,,,2.4212161051109433,2.4212161051109433,2.4212161051109433
988.0,42.37992049714658,-71.09999435976232,0.18456419557332993,2.4198349490761757,2.4198349490761757,2.4198349490761757
988.1,,,,2.4184538209810853,2.4184538209810853,2.4184538209810853
988.2,,,,2.417072717100382,2.417072717100382,2.417072717100382
988.3,,,,2.415691638365388,2.415691638365388,2.415691638365388
988.4,,,,2.414310585707426,2.414310585707426,2.414310585707426
988.5,,,,2.4129295581951737,2.4129295581951737,2.4129295581951737
988.6,,,,2.4115485548973083,2.4115485548973083,2.4115485548973083
988.7,,,,2.41016757581383,2.41016757581383,2.41016757581383
988.8,,,,2.4087866209447384,2.4087866209447384,2.4087866209447384
988.9,,,,2.407405696809292,2.407405696809292,2.407405696809292
