t [sec],GPS_lat (deg),GPS_long (deg),GPS_alt (m),Baro1_alt (m),Baro2_alt (m),Baro3_alt (m)
517.9,,,,0.8993373056873679,0.8993373056873679,0.8993373056873679
518.0,42.37608091858608,-71.10478241838403,6.853248994797468,0.8979834374040365,0.8979834374040365,0.8979834374040365
518.1,,,,0.8966295942664146,0.8966295942664146,0.8966295942664146
518.2,,,,0.8952757772058249,0.8952757772058249,0.8952757772058249
518.3000000000001,,,,0.8939219852909446,0.8939219852909446,0.8939219852909446
518.4,,,,0.8925682175904512,0.8925682175904512,0.8925682175904512
518.5,,,,0.89121447596699,0.89121447596699,0.89121447596699
518.6,,,,0.8898607585579157,0.8898607585579157,0.8898607585579157
518.7,,,,0.8885070653632283,0.8885070653632283,0.8885070653632283
518.8000000000001,,,,0.8871534001082182,0.8871534001082182,0.8871534001082182
518.9,,,,0.885799759067595,0.885799759067595,0.885799759067595
519.0,42.37593455938536,-71.1048863268513,5.0507059590891,0.8844461422413588,0.8844461422413588,0.8844461422413588
519.1,,,,0.8830925514921546,0.8830925514921546,0.8830925514921546
519.2,,,,0.8817389849573374,0.8817389849573374,0.8817389849573374
519.3000000000001,,,,0.8803854444995522,0.8803854444995522,0.8803854444995522
519.4,,,,0.8790319273248315,0.8790319273248315,0.8790319273248315
519.5,,,,0.8776784371584654,0.8776784371584654,0.8776784371584654
519.6,,,,0.8763249702751637,0.8763249702751637,0.8763249702751637
519.7,,,,0.8749715313315392,0.8749715313315392,0.8749715313315392
519.8000000000001,,,,0.8736181147396564,0.8736181147396564,0.8736181147396564
519.9,,,,0.8722647251561284,0.8722647251561284,0.8722647251561284
520.0,42.37588100288779,-71.10479674718052,3.1411252124235034,0.8709113597869873,0.8709113597869873,0.8709113597869873
520.1,,,,0.8695580204948783,0.8695580204948783,0.8695580204948783
520.2,,,,0.8682047063484788,0.8682047063484788,0.8682047063484788
520.3000000000001,,,,0.8668514154851437,0.8668514154851437,0.8668514154851437
520.4,,,,0.8654981516301632,0.8654981516301632,0.8654981516301632
520.5,,,,0.8641449110582471,0.8641449110582471,0.8641449110582471
520.6,,,,0.8627916984260082,0.8627916984260082,0.8627916984260082
520.7,,,,0.8614385072141886,0.8614385072141886,0.8614385072141886
520.8000000000001,,,,0.8600853439420462,0.8600853439420462,0.8600853439420462
520.9,,,,0.8587322048842907,0.8587322048842907,0.8587322048842907
521.0,42.37587712515703,-71.10483760791477,-4.517697592265904,0.8573790919035673,0.8573790919035673,0.8573790919035673
521.1,,,,0.8560260022059083,0.8560260022059083,0.8560260022059083
521.2,,,,0.8546729376539588,0.8546729376539588,0.8546729376539588
521.3000000000001,,,,0.8533199029043317,0.8533199029043317,0.8533199029043317
521.4,,,,0.8519668867811561,0.8519668867811561,0.8519668867811561
521.5,,,,0.8506139004603028,0.8506139004603028,0.8506139004603028
521.6,,,,0.849260937422514,0.849260937422514,0.849260937422514
521.7,,,,0.8479079995304346,0.8479079995304346,0.8479079995304346
521.8000000000001,,,,0.8465550877153873,0.8465550877153873,0.8465550877153873
521.9,,,,0.845202200114727,0.845202200114727,0.845202200114727
522.0,42.37584698251548,-71.1048224625342,-2.0153837418183684,0.8438493376597762,0.8438493376597762,0.8438493376597762
522.1,,,,0.8424965012818575,0.8424965012818575,0.8424965012818575
522.2,,,,0.8411436891183257,0.8411436891183257,0.8411436891183257
522.3000000000001,,,,0.8397909011691809,0.8397909011691809,0.8397909011691809
522.4,,,,0.8384381402283907,0.8384381402283907,0.8384381402283907
522.5,,,,0.8370854035019875,0.8370854035019875,0.8370854035019875
522.6,,,,0.8357326900586486,0.8357326900586486,0.8357326900586486
522.7,,,,0.8343800054863095,0.8343800054863095,0.8343800054863095
522.8000000000001,,,,0.8330273441970348,0.8330273441970348,0.8330273441970348
522.9,,,,0.8316747071221471,0.8316747071221471,0.8316747071221471
523.0,42.37574838203614,-71.10489882337808,-3.268786132335663,0.830322097055614,0.830322097055614,0.830322097055614
523.1,,,,0.8289695112034678,0.8289695112034678,0.8289695112034678
523.2,,,,0.8276169504970312,0.8276169504970312,0.8276169504970312
523.3000000000001,,,,0.8262644149363041,0.8262644149363041,0.8262644149363041
523.4,,,,0.8249119035899639,0.8249119035899639,0.8249119035899639
523.5,,,,0.823559420183301,0.823559420183301,0.823559420183301
523.6,,,,0.8222069600597024,0.8222069600597024,0.8222069600597024
523.7,,,,0.8208545250818133,0.8208545250818133,0.8208545250818133
523.8000000000001,,,,0.8195021143183112,0.8195021143183112,0.8195021143183112
523.9,,,,0.8181497305631638,0.8181497305631638,0.8181497305631638
524.0,42.375835269582346,-71.10492689135005,3.0232541942968965,0.8167973700910807,0.8167973700910807,0.8167973700910807
524.1,,,,0.8154450366273522,0.8154450366273522,0.8154450366273522
524.2,,,,0.8140927273780107,0.8140927273780107,0.8140927273780107
524.3000000000001,,,,0.8127404442057014,0.8127404442057014,0.8127404442057014
524.4,,,,0.8113881833851337,0.8113881833851337,0.8113881833851337
524.5,,,,0.8100359495729208,0.8100359495729208,0.8100359495729208
524.6,,,,0.8086837418377399,0.8086837418377399,0.8086837418377399
524.7,,,,0.8073315592482686,0.8073315592482686,0.8073315592482686
524.8000000000001,,,,0.8059793999418616,0.8059793999418616,0.8059793999418616
524.9,,,,0.8046272667124867,0.8046272667124867,0.8046272667124867
525.0,42.37576745266162,-71.10474615650719,-4.6695944629609585,0.8032751586288214,0.8032751586288214,0.8032751586288214
525.1,,,,0.8019230756908655,0.8019230756908655,0.8019230756908655
525.2,,,,0.8005710178986192,0.8005710178986192,0.8005710178986192
525.3000000000001,,,,0.7992189843207598,0.7992189843207598,0.7992189843207598
525.4,,,,0.7978669768199325,0.7978669768199325,0.7978669768199325
525.5,,,,0.7965149944648147,0.7965149944648147,0.7965149944648147
525.6,,,,0.7951630372554064,0.7951630372554064,0.7951630372554064
525.7,,,,0.7938111051917076,0.7938111051917076,0.7938111051917076
525.8000000000001,,,,0.7924591982737184,0.7924591982737184,0.7924591982737184
525.9,,,,0.791107315570116,0.791107315570116,0.791107315570116
526.0,42.37561339684111,-71.10484678069488,1.074058175086975,0.7897554589435458,0.7897554589435458,0.7897554589435458
526.1,,,,0.7884036293253303,0.7884036293253303,0.7884036293253303
526.2,,,,0.7870518201962113,0.7870518201962113,0.7870518201962113
526.3000000000001,,,,0.7857000418007374,0.7857000418007374,0.7857000418007374
526.4,,,,0.7843482848256826,0.7843482848256826,0.7843482848256826
526.5,,,,0.78299655392766,0.78299655392766,0.78299655392766
526.6,,,,0.7816448463127017,0.7816448463127017,0.7816448463127017
526.7,,,,0.7802931657060981,0.7802931657060981,0.7802931657060981
526.8000000000001,,,,0.7789415111765265,0.7789415111765265,0.7789415111765265
526.9,,,,0.7775898817926645,0.7775898817926645,0.7775898817926645
527.0,42.375762916801165,-71.1048823063862,-3.860140989534557,0.7762382756918669,0.7762382756918669,0.7762382756918669
527.1,,,,0.7748866956681013,0.7748866956681013,0.7748866956681013
527.2,,,,0.7735351398587227,0.7735351398587227,0.7735351398587227
527.3000000000001,,,,0.7721836110576987,0.7721836110576987,0.7721836110576987
527.4,,,,0.7708321055397391,0.7708321055397391,0.7708321055397391
527.5,,,,0.7694806260988116,0.7694806260988116,0.7694806260988116
527.6,,,,0.7681291708722711,0.7681291708722711,0.7681291708722711
527.7,,,,0.76677774079144,0.76677774079144,0.76677774079144
527.8000000000001,,,,0.7654263377189636,0.7654263377189636,0.7654263377189636
527.9,,,,0.7640749597921968,0.7640749597921968,0.7640749597921968
528.0,42.37565668032787,-71.1047870953395,11.353740270249546,0.7627236042171717,0.7627236042171717,0.7627236042171717
528.1,,,,0.7613722765818238,0.7613722765818238,0.7613722765818238
528.2,,,,0.7600209712982178,0.7600209712982178,0.7600209712982178
528.3000000000001,,,,0.7586696930229664,0.7586696930229664,0.7586696930229664
528.4,,,,0.7573184408247471,0.7573184408247471,0.7573184408247471
528.5,,,,0.7559672119095922,0.7559672119095922,0.7559672119095922
528.6,,,,0.7546160090714693,0.7546160090714693,0.7546160090714693
528.7,,,,0.753264831379056,0.753264831379056,0.753264831379056
528.8000000000001,,,,0.7519136788323522,0.7519136788323522,0.7519136788323522
528.9,,,,0.7505625495687127,0.7505625495687127,0.7505625495687127
529.0,42.37557481938673,-71.10481861414326,1.598930874839425,0.7492114491760731,0.7492114491760731,0.7492114491760731
529.1,,,,0.7478603702038527,0.7478603702038527,0.7478603702038527
529.2,,,,0.7465093182399869,0.7465093182399869,0.7465093182399869
529.3000000000001,,,,0.7451582914218307,0.7451582914218307,0.7451582914218307
529.4,,,,0.7438072906807065,0.7438072906807065,0.7438072906807065
529.5,,,,0.7424563132226467,0.7424563132226467,0.7424563132226467
529.6,,,,0.7411053590476513,0.7411053590476513,0.7411053590476513
529.7,,,,0.7397544337436557,0.7397544337436557,0.7397544337436557
529.8000000000001,,,,0.738403532654047,0.738403532654047,0.738403532654047
529.9,,,,0.7370526576414704,0.7370526576414704,0.7370526576414704
530.0,42.375586583800285,-71.10490231783862,9.683615264482796,0.7357018059119582,0.7357018059119582,0.7357018059119582
530.1,,,,0.7343509793281555,0.7343509793281555,0.7343509793281555
530.2,,,,0.7330001788213849,0.7330001788213849,0.7330001788213849
530.3000000000001,,,,0.7316494015976787,0.7316494015976787,0.7316494015976787
530.4,,,,0.7302986532449722,0.7302986532449722,0.7302986532449722
530.5,,,,0.728947926312685,0.728947926312685,0.728947926312685
530.6,,,,0.7275972263887525,0.7275972263887525,0.7275972263887525
530.7,,,,0.7262465516105294,0.7262465516105294,0.7262465516105294
530.8000000000001,,,,0.7248959001153708,0.7248959001153708,0.7248959001153708
530.9,,,,0.7235452746972442,0.7235452746972442,0.7235452746972442
531.0,42.37556838548823,-71.10497752844975,-8.047904836013913,0.7221946762874722,0.7221946762874722,0.7221946762874722
531.1,,,,0.7208441030234098,0.7208441030234098,0.7208441030234098
531.2,,,,0.7194935521110892,0.7194935521110892,0.7194935521110892
531.3000000000001,,,,0.7181430282071233,0.7181430282071233,0.7181430282071233
531.4,,,,0.7167925294488668,0.7167925294488668,0.7167925294488668
531.5,,,,0.7154420558363199,0.7154420558363199,0.7154420558363199
531.6,,,,0.7140916055068374,0.7140916055068374,0.7140916055068374
531.7,,,,0.7127411821857095,0.7127411821857095,0.7127411821857095
531.8000000000001,,,,0.711390782147646,0.711390782147646,0.711390782147646
531.9,,,,0.7100404109805822,0.7100404109805822,0.7100404109805822
532.0,42.3754516938866,-71.10480631108551,-2.2959998035803437,0.7086900603026152,0.7086900603026152,0.7086900603026152
532.1,,,,0.7073397384956479,0.7073397384956479,0.7073397384956479
532.2,,,,0.7059894409030676,0.7059894409030676,0.7059894409030676
532.3000000000001,,,,0.7046391675248742,0.7046391675248742,0.7046391675248742
532.4,,,,0.7032889202237129,0.7032889202237129,0.7032889202237129
532.5,,,,0.7019386971369386,0.7019386971369386,0.7019386971369386
532.6,,,,0.7005884991958737,0.7005884991958737,0.7005884991958737
532.7,,,,0.699238327331841,0.699238327331841,0.699238327331841
532.8000000000001,,,,0.6978881796821952,0.6978881796821952,0.6978881796821952
532.9,,,,0.6965380571782589,0.6965380571782589,0.6965380571782589
533.0,42.37552953493743,-71.10494136599795,3.913992675021291,0.6951879598200321,0.6951879598200321,0.6951879598200321
533.1,,,,0.69383788947016,0.69383788947016,0.69383788947016
533.2,,,,0.6924878424033523,0.6924878424033523,0.6924878424033523
533.3000000000001,,,,0.6911378214135766,0.6911378214135766,0.6911378214135766
533.4,,,,0.6897878227755427,0.6897878227755427,0.6897878227755427
533.5,,,,0.6884378539398313,0.6884378539398313,0.6884378539398313
533.6,,,,0.6870879055932164,0.6870879055932164,0.6870879055932164
533.7,,,,0.6857379861176014,0.6857379861176014,0.6857379861176014
533.8000000000001,,,,0.6843880908563733,0.6843880908563733,0.6843880908563733
533.9,,,,0.6830382188782096,0.6830382188782096,0.6830382188782096
534.0,42.375377724871974,-71.1049149348815,1.1366874417290092,0.6816883739084005,0.6816883739084005,0.6816883739084005
534.1,,,,0.680338554084301,0.680338554084301,0.680338554084301
534.2,,,,0.6789887575432658,0.6789887575432658,0.6789887575432658
534.3000000000001,,,,0.6776389880105853,0.6776389880105853,0.6776389880105853
534.4,,,,0.6762892436236143,0.6762892436236143,0.6762892436236143
534.5,,,,0.6749395225197077,0.6749395225197077,0.6749395225197077
534.6,,,,0.6735898274928331,0.6735898274928331,0.6735898274928331
534.7,,,,0.6722401594743133,0.6722401594743133,0.6722401594743133
534.8000000000001,,,,0.6708905128762126,0.6708905128762126,0.6708905128762126
534.9,,,,0.6695408932864666,0.6695408932864666,0.6695408932864666
535.0,42.37537977029224,-71.10485809426027,7.638930588029325,0.6681913007050753,0.6681913007050753,0.6681913007050753
535.1,,,,0.6668417323380709,0.6668417323380709,0.6668417323380709
535.2,,,,0.6654921872541308,0.6654921872541308,0.6654921872541308
535.3000000000001,,,,0.6641426673159003,0.6641426673159003,0.6641426673159003
535.4,,,,0.662793175317347,0.662793175317347,0.662793175317347
535.5,,,,0.6614437056705356,0.6614437056705356,0.6614437056705356
535.6,,,,0.6600942621007562,0.6600942621007562,0.6600942621007562
535.7,,,,0.6587448446080089,0.6587448446080089,0.6587448446080089
535.8000000000001,,,,0.6573954541236162,0.6573954541236162,0.6573954541236162
535.9,,,,0.6560460841283202,0.6560460841283202,0.6560460841283202
536.0,42.37532978505958,-71.10498667800975,3.014017610810697,0.6546967411413789,0.6546967411413789,0.6546967411413789
536.1,,,,0.6533474223688245,0.6533474223688245,0.6533474223688245
536.2,,,,0.6519981306046247,0.6519981306046247,0.6519981306046247
536.3000000000001,,,,0.6506488639861345,0.6506488639861345,0.6506488639861345
536.4,,,,0.6492996215820312,0.6492996215820312,0.6492996215820312
536.5,,,,0.6479504043236375,0.6479504043236375,0.6479504043236375
536.6,,,,0.6466012131422758,0.6466012131422758,0.6466012131422758
536.7,,,,0.6452520461753011,0.6452520461753011,0.6452520461753011
536.8000000000001,,,,0.6439029024913907,0.6439029024913907,0.6439029024913907
536.9,,,,0.6425537886098027,0.6425537886098027,0.6425537886098027
537.0,42.375253698330546,-71.10492100865176,3.0274172239005566,0.641204696148634,0.641204696148634,0.641204696148634
537.1,,,,0.6398556306958199,0.6398556306958199,0.6398556306958199
537.2,,,,0.6385065894573927,0.6385065894573927,0.6385065894573927
537.3000000000001,,,,0.6371575724333525,0.6371575724333525,0.6371575724333525
537.4,,,,0.6358085833489895,0.6358085833489895,0.6358085833489895
537.5,,,,0.6344596147537231,0.6344596147537231,0.6344596147537231
537.6,,,,0.6331106759607792,0.6331106759607792,0.6331106759607792
537.7,,,,0.6317617604508996,0.6317617604508996,0.6317617604508996
537.8000000000001,,,,0.6304128700867295,0.6304128700867295,0.6304128700867295
537.9,,,,0.6290640057995915,0.6290640057995915,0.6290640057995915
538.0,42.375223535773436,-71.10487813839214,5.018209653906524,0.6277151666581631,0.6277151666581631,0.6277151666581631
538.1,,,,0.6263663498684764,0.6263663498684764,0.6263663498684764
538.2,,,,0.6250175600871444,0.6250175600871444,0.6250175600871444
538.3000000000001,,,,0.623668797314167,0.623668797314167,0.623668797314167
538.4,,,,0.6223200559616089,0.6223200559616089,0.6223200559616089
538.5,,,,0.6209713416174054,0.6209713416174054,0.6209713416174054
538.6,,,,0.619622653350234,0.619622653350234,0.619622653350234
538.7,,,,0.618273988366127,0.618273988366127,0.618273988366127
538.8000000000001,,,,0.6169253494590521,0.6169253494590521,0.6169253494590521
538.9,,,,0.6155767366290092,0.6155767366290092,0.6155767366290092
539.0,42.375237575911825,-71.10477603647323,-3.828293725848198,0.6142281470820308,0.6142281470820308,0.6142281470820308
539.1,,,,0.6128795836120844,0.6128795836120844,0.6128795836120844
539.2,,,,0.6115310462191701,0.6115310462191701,0.6115310462191701
539.3000000000001,,,,0.6101825330406427,0.6101825330406427,0.6101825330406427
539.4,,,,0.6088340450078249,0.6088340450078249,0.6088340450078249
539.5,,,,0.607485581189394,0.607485581189394,0.607485581189394
539.6,,,,0.6061371443793178,0.6061371443793178,0.6061371443793178
539.7,,,,0.604788732714951,0.604788732714951,0.604788732714951
539.8000000000001,,,,0.6034403434023261,0.6034403434023261,0.6034403434023261
539.9,,,,0.6020919820293784,0.6020919820293784,0.6020919820293784
540.0,42.37519789665019,-71.10491565369388,4.398724311031401,0.6007436439394951,0.6007436439394951,0.6007436439394951
540.1,,,,0.5993953319266438,0.5993953319266438,0.5993953319266438
540.2,,,,0.5980470450595021,0.5980470450595021,0.5980470450595021
540.3000000000001,,,,0.5966987833380699,0.5966987833380699,0.5966987833380699
540.4,,,,0.5953505458310246,0.5953505458310246,0.5953505458310246
540.5,,,,0.594002335332334,0.594002335332334,0.594002335332334
540.6,,,,0.5926541490480304,0.5926541490480304,0.5926541490480304
540.7,,,,0.5913059851154685,0.5913059851154685,0.5913059851154685
540.8000000000001,,,,0.5899578519165516,0.5899578519165516,0.5899578519165516
540.9,,,,0.5886097410693765,0.5886097410693765,0.5886097410693765
541.0,42.37519205500793,-71.1049367998721,3.6816384587436914,0.5872616553679109,0.5872616553679109,0.5872616553679109
541.1,,,,0.5859135929495096,0.5859135929495096,0.5859135929495096
541.2,,,,0.584565557539463,0.584565557539463,0.584565557539463
541.3000000000001,,,,0.5832175482064486,0.5832175482064486,0.5832175482064486
541.4,,,,0.581869563087821,0.581869563087821,0.581869563087821
541.5,,,,0.5805216040462255,0.5805216040462255,0.5805216040462255
541.6,,,,0.5791736673563719,0.5791736673563719,0.5791736673563719
541.7,,,,0.5778257586061954,0.5778257586061954,0.5778257586061954
541.8000000000001,,,,0.5764778731390834,0.5764778731390834,0.5764778731390834
541.9,,,,0.5751300137490034,0.5751300137490034,0.5751300137490034
542.0,42.375058638518375,-71.10492373151224,-2.6989511512219906,0.573782179504633,0.573782179504633,0.573782179504633
542.1,,,,0.572434370405972,0.572434370405972,0.572434370405972
542.2,,,,0.5710865864530206,0.5710865864530206,0.5710865864530206
542.3000000000001,,,,0.5697388267144561,0.5697388267144561,0.5697388267144561
542.4,,,,0.5683910939842463,0.5683910939842463,0.5683910939842463
542.5,,,,0.5670433845371008,0.5670433845371008,0.5670433845371008
542.6,,,,0.5656957002356648,0.5656957002356648,0.5656957002356648
542.7,,,,0.564348042011261,0.564348042011261,0.564348042011261
542.8000000000001,,,,0.5630004089325666,0.5630004089325666,0.5630004089325666
542.9,,,,0.5616528000682592,0.5616528000682592,0.5616528000682592
543.0,42.375019285144006,-71.10487333469703,-2.626862264238298,0.5603052172809839,0.5603052172809839,0.5603052172809839
543.1,,,,0.5589576605707407,0.5589576605707407,0.5589576605707407
543.2,,,,0.5576101262122393,0.5576101262122393,0.5576101262122393
543.3000000000001,,,,0.5562626197934151,0.5562626197934151,0.5562626197934151
543.4,,,,0.5549151366576552,0.5549151366576552,0.5549151366576552
543.5,,,,0.5535676795989275,0.5535676795989275,0.5535676795989275
543.6,,,,0.5522202467545867,0.5522202467545867,0.5522202467545867
543.7,,,,0.5508728418499231,0.5508728418499231,0.5508728418499231
543.8000000000001,,,,0.5495254574343562,0.5495254574343562,0.5495254574343562
543.9,,,,0.5481781028211117,0.5481781028211117,0.5481781028211117
544.0,42.37512246645549,-71.10492955090302,3.764127808623016,0.5468307714909315,0.5468307714909315,0.5468307714909315
544.1,,,,0.5454834634438157,0.5454834634438157,0.5454834634438157
544.2,,,,0.5441361824050546,0.5441361824050546,0.5441361824050546
544.3000000000001,,,,0.5427889255806804,0.5427889255806804,0.5427889255806804
544.4,,,,0.5414416948333383,0.5414416948333383,0.5414416948333383
544.5,,,,0.5400944901630282,0.5400944901630282,0.5400944901630282
544.6,,,,0.53874730784446,0.53874730784446,0.53874730784446
544.7,,,,0.5374001525342464,0.5374001525342464,0.5374001525342464
544.8000000000001,,,,0.5360530205070972,0.5360530205070972,0.5360530205070972
544.9,,,,0.5347059154883027,0.5347059154883027,0.5347059154883027
545.0,42.37489880768438,-71.10482816342366,7.763130990788341,0.5333588374778628,0.5333588374778628,0.5333588374778628
545.1,,,,0.5320117808878422,0.5320117808878422,0.5320117808878422
545.2,,,,0.5306647503748536,0.5306647503748536,0.5306647503748536
545.3000000000001,,,,0.5293177468702197,0.5293177468702197,0.5293177468702197
545.4,,,,0.5279707666486502,0.5279707666486502,0.5279707666486502
545.5,,,,0.5266238125041127,0.5266238125041127,0.5266238125041127
545.6,,,,0.5252768825739622,0.5252768825739622,0.5252768825739622
545.7,,,,0.5239299796521664,0.5239299796521664,0.5239299796521664
545.8000000000001,,,,0.5225830990821123,0.5225830990821123,0.5225830990821123
545.9,,,,0.5212362455204129,0.5212362455204129,0.5212362455204129
546.0,42.37500906474368,-71.10493671387484,5.601516862399876,0.519889417104423,0.519889417104423,0.519889417104423
546.1,,,,0.5185426129028201,0.5185426129028201,0.5185426129028201
546.2,,,,0.5171958347782493,0.5171958347782493,0.5171958347782493
546.3000000000001,,,,0.5158490799367428,0.5158490799367428,0.5158490799367428
546.4,,,,0.5145023530349135,0.5145023530349135,0.5145023530349135
546.5,,,,0.5131556503474712,0.5131556503474712,0.5131556503474712
546.6,,,,0.5118089718744159,0.5118089718744159,0.5118089718744159
546.7,,,,0.51046231854707,0.51046231854707,0.51046231854707
546.8000000000001,,,,0.5091156912967563,0.5091156912967563,0.5091156912967563
546.9,,,,0.507769089192152,0.507769089192152,0.507769089192152
547.0,42.37489451217365,-71.10492197986123,-1.0679536573588848,0.5064225113019347,0.5064225113019347,0.5064225113019347
547.1,,,,0.5050759576261044,0.5050759576261044,0.5050759576261044
547.2,,,,0.5037294309586287,0.5037294309586287,0.5037294309586287
547.3000000000001,,,,0.5023829285055399,0.5023829285055399,0.5023829285055399
547.4,,,,0.5010364530608058,0.5010364530608058,0.5010364530608058
547.5,,,,0.4996899999678135,0.4996899999678135,0.4996899999678135
547.6,,,,0.49834357388317585,0.49834357388317585,0.49834357388317585
547.7,,,,0.4969971710816026,0.4969971710816026,0.4969971710816026
547.8000000000001,,,,0.49565079621970654,0.49565079621970654,0.49565079621970654
547.9,,,,0.49430444464087486,0.49430444464087486,0.49430444464087486
548.0,42.374951132341714,-71.10488940239257,4.379424881190062,0.4929581191390753,0.4929581191390753,0.4929581191390753
548.1,,,,0.49161181785166264,0.49161181785166264,0.49161181785166264
548.2,,,,0.4902655417099595,0.4902655417099595,0.4902655417099595
548.3000000000001,,,,0.48891929257661104,0.48891929257661104,0.48891929257661104
548.4,,,,0.48757306579500437,0.48757306579500437,0.48757306579500437
548.5,,,,0.48622686602175236,0.48622686602175236,0.48622686602175236
548.6,,,,0.4848806895315647,0.4848806895315647,0.4848806895315647
548.7,,,,0.4835345409810543,0.4835345409810543,0.4835345409810543
548.8000000000001,,,,0.4821884147822857,0.4821884147822857,0.4821884147822857
548.9,,,,0.48084231559187174,0.48084231559187174,0.48084231559187174
549.0,42.374890329597804,-71.10487499449391,-1.6861279690638185,0.4794962415471673,0.4794962415471673,0.4794962415471673
549.1,,,,0.47815019078552723,0.47815019078552723,0.47815019078552723
549.2,,,,0.4768041679635644,0.4768041679635644,0.4768041679635644
549.3000000000001,,,,0.47545816842466593,0.47545816842466593,0.47545816842466593
549.4,,,,0.4741121921688318,0.4741121921688318,0.4741121921688318
549.5,,,,0.47276624385267496,0.47276624385267496,0.47276624385267496
549.6,,,,0.4714203216135502,0.4714203216135502,0.4714203216135502
549.7,,,,0.4700744226574898,0.4700744226574898,0.4700744226574898
549.8000000000001,,,,0.46872854977846146,0.46872854977846146,0.46872854977846146
549.9,,,,0.4673827011138201,0.4673827011138201,0.4673827011138201
550.0,42.374810320779844,-71.10478803788519,2.991419266909361,0.4660368775948882,0.4660368775948882,0.4660368775948882
550.1,,,,0.4646910782903433,0.4646910782903433,0.4646910782903433
550.2,,,,0.46334530506283045,0.46334530506283045,0.46334530506283045
550.3000000000001,,,,0.4619995588436723,0.4619995588436723,0.4619995588436723
550.4,,,,0.4606538349762559,0.4606538349762559,0.4606538349762559
550.5,,,,0.4593081371858716,0.4593081371858716,0.4593081371858716
550.6,,,,0.4579624654725194,0.4579624654725194,0.4579624654725194
550.7,,,,0.45661681704223156,0.45661681704223156,0.45661681704223156
550.8000000000001,,,,0.4552711956202984,0.4552711956202984,0.4552711956202984
550.9,,,,0.45392559841275215,0.45392559841275215,0.45392559841275215
551.0,42.3748021163607,-71.10493198353991,9.23090399429202,0.452580027282238,0.452580027282238,0.452580027282238
551.1,,,,0.4512344803661108,0.4512344803661108,0.4512344803661108
551.2,,,,0.4498889585956931,0.4498889585956931,0.4498889585956931
551.3000000000001,,,,0.4485434629023075,0.4485434629023075,0.4485434629023075
551.4,,,,0.4471979904919863,0.4471979904919863,0.4471979904919863
551.5,,,,0.44585254415869713,0.44585254415869713,0.44585254415869713
551.6,,,,0.4445071220397949,0.4445071220397949,0.4445071220397949
551.7,,,,0.4431617269292474,0.4431617269292474,0.4431617269292474
551.8000000000001,,,,0.44181635696440935,0.44181635696440935,0.44181635696440935
551.9,,,,0.44047101121395826,0.44047101121395826,0.44047101121395826
552.0,42.37465680599918,-71.1048868472814,4.798924637958407,0.43912569154053926,0.43912569154053926,0.43912569154053926
552.1,,,,0.43778039421886206,0.43778039421886206,0.43778039421886206
552.2,,,,0.4364351239055395,0.4364351239055395,0.4364351239055395
552.3000000000001,,,,0.43508987966924906,0.43508987966924906,0.43508987966924906
552.4,,,,0.4337446605786681,0.4337446605786681,0.4337446605786681
552.5,,,,0.43239946477115154,0.43239946477115154,0.43239946477115154
552.6,,,,0.43105429597198963,0.43105429597198963,0.43105429597198963
552.7,,,,0.4297091504558921,0.4297091504558921,0.4297091504558921
552.8000000000001,,,,0.4283640328794718,0.4283640328794718,0.4283640328794718
552.9,,,,0.4270189367234707,0.4270189367234707,0.4270189367234707
553.0,42.37470718765018,-71.10491420213535,-3.78627463337034,0.42567386850714684,0.42567386850714684,0.42567386850714684
553.1,,,,0.4243288245052099,0.4243288245052099,0.4243288245052099
553.2,,,,0.4229838056489825,0.4229838056489825,0.4229838056489825
553.3000000000001,,,,0.42163881100714207,0.42163881100714207,0.42163881100714207
553.4,,,,0.42029384430497885,0.42029384430497885,0.42029384430497885
553.5,,,,0.4189488999545574,0.4189488999545574,0.4189488999545574
553.6,,,,0.4176039807498455,0.4176039807498455,0.4176039807498455
553.7,,,,0.41625908948481083,0.41625908948481083,0.41625908948481083
553.8000000000001,,,,0.41491421964019537,0.41491421964019537,0.41491421964019537
553.9,,,,0.41356937773525715,0.41356937773525715,0.41356937773525715
554.0,42.374752133039024,-71.10487411593623,3.5777620170265436,0.412224561907351,0.412224561907351,0.412224561907351
554.1,,,,0.4108797684311867,0.4108797684311867,0.4108797684311867
554.2,,,,0.4095350010320544,0.4095350010320544,0.4095350010320544
554.3000000000001,,,,0.4081902578473091,0.4081902578473091,0.4081902578473091
554.4,,,,0.4068455407395959,0.4068455407395959,0.4068455407395959
554.5,,,,0.40550084970891476,0.40550084970891476,0.40550084970891476
554.6,,,,0.40415618289262056,0.40415618289262056,0.40415618289262056
554.7,,,,0.4028115402907133,0.4028115402907133,0.4028115402907133
554.8000000000001,,,,0.40146692376583815,0.40146692376583815,0.40146692376583815
554.9,,,,0.40012233331799507,0.40012233331799507,0.40012233331799507
555.0,42.37458607667418,-71.10482247166665,2.0426063016057014,0.39877776615321636,0.39877776615321636,0.39877776615321636
555.1,,,,0.39743322413414717,0.39743322413414717,0.39743322413414717
555.2,,,,0.39608870819211006,0.39608870819211006,0.39608870819211006
555.3000000000001,,,,0.39474421739578247,0.39474421739578247,0.39474421739578247
555.4,,,,0.3933997517451644,0.3933997517451644,0.3933997517451644
555.5,,,,0.39205531124025583,0.39205531124025583,0.39205531124025583
555.6,,,,0.3907108958810568,0.3907108958810568,0.3907108958810568
